@保育所,タイトル,施設の類型,利用定員,預入開始_平日,引き取り終了_平日,TEL,所在地,geo:lat,geo:long,公民,設置主体,特別保育の実施状況,受入開始年齢,受入年終了年齢
ほしざき保育園,保育所,90,7:00,22:00,612-1775,南区鳴尾二丁目47,35.0750016,136.9349476,民間,社会福祉法人,延長保育+入所予約+子育て支援センター+休日保育,産休あけ,5歳
二ツ橋保育園,保育所,90,7:30,19:30,481-3500,中村区二ツ橋町3-35,35.1570477,136.8424909,公立,名古屋市,延長保育,6ヶ月,5歳
ぶどうの樹保育園,保育所,40,7:30,19:30,331-9500,中区大井町1-24,35.1503339,136.9043073,民間,社会福祉法人,延長保育,産休明け,3歳
和光保育園,保育所,160,7:15,19:15,381-8061,中川区東起町1-14-1,35.143056,136.8832928,民間,社会福祉法人,延長保育,6ヶ月,5歳
味鋺保育園,保育所,90,7:30,19:30,901-8142,北区楠味鋺五丁目1501,35.2190814,136.9298918,公立,名古屋市,延長保育,6ヶ月,5歳
ゆめの樹保育園,保育所,60,7:00,19:00,462-9331,中村区日比津町3-1-26,35.1824474,136.8572554,民間,社会福祉法人,延長保育,産休あけ,5歳
極楽保育園,保育所,120,7:00,19:00,703-7007,名東区大針一丁目266,35.1550287,137.0232964,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,産休あけ,5歳
かもめ保育園,保育所,120,7:00,19:00,383-4518,港区宝神三丁目1401,35.0886766,136.8531436,民間,社会福祉法人,延長保育,産休あけ,5歳
緑ケ丘保育園,保育所,195,7:45,18:00,661-0085,中川区松年町2-57,35.1225225,136.8721758,民間,宗教法人,一時保育,8ヶ月,5歳
リーゴ八勝通,小規模保育事業Ａ型,15,7:30,18:30,861-7258,瑞穂区八勝通一丁目14番地4,35.1276415,136.9526147,民間,一般財団法人,none,6ヶ月,2歳
田代保育園,保育所,36,7:15,21:15,762-2602,千種区山添町1-75-2,35.162343,136.9548079,民間,社会福祉法人,延長保育,産休あけ,2歳
望が丘せせらぎ保育園,保育所,98,7:00,19:00,778-8061,名東区望が丘277,35.1738477,137.0044647,民間,社会福祉法人,延長保育,産休あけ,5歳
振甫保育園,保育所,40,7:30,18:00,722-8223,千種区振甫町3-34,35.1747884,136.9523578,公立,名古屋市,子育て支援センター+入所予約,産休あけ,2歳
戸田さくら保育園,保育所,40,7:00,19:00,302-6655,中川区供米田二丁目1510,35.147455,136.8663751,民間,社会福祉法人,延長保育,6ヶ月,2歳
保育室はりねずみ,家庭的保育事業,3,8:30,16:30,N/A,北区西味鋺三丁目,35.2231418,136.9169179,民間,個人,none,6ヶ月,2歳
あかね保育園,保育所,40,7:00,19:00,622-8816,緑区定納山一丁目1215,35.0559785,136.9336672,民間,NPO法人,延長保育,産休あけ,3歳
しんほそぐち保育園,保育所,60,7:00,19:00,842-9448,緑区細口二丁目807,35.0870892,136.989682,民間,社会福祉法人,延長保育,6ヶ月,5歳
小規模保育事業保育ルームルナⅦ泉,小規模保育事業Ｂ型,15,7:30,18:30,971-0010,東区泉一丁目8番24号,35.1767,136.9123364,民間,社会福祉法人,none,6ヶ月,2歳
名古屋厚生会館第一保育園,保育所,261,7:30,19:30,565-0175,西区栄生一丁目2-2,35.2224022,136.8973644,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
認定丘の上こども園,幼保連携型認定こども園,270,7:30,19:30,624-8855,緑区大高町字高根山2-8,35.0863789,136.9551291,民間,社会福祉法人,延長保育+入所予約+子育て支援センター,産休あけ,5歳
中保育園,保育所,100,7:30,19:30,321-1010,中区大井町2-13,35.183814,136.8633243,公立,名古屋市,延長保育+子育て支援センター,産休あけ,5歳
大生幼児園,保育所,352,7:00,19:00,611-4852,南区西比兵ヱ町3-74,35.093563,136.91615,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
新生東志賀保育園,保育所,59,7:30,19:30,917-5077,北区志賀町5-2,35.1919171,136.904573,民間,社会福祉法人,延長保育+入所予約,6ヶ月,2歳
Ｊースカイ保育園,保育所,40,7:00,19:00,737-0090,守山区大字吉根字階子田3163-18,35.2284817,136.9951392,民間,社会福祉法人,延長保育+休日保育,6ヶ月,3歳
くろーばー保育室,家庭的保育事業,5,7:30,18:30,N/A,天白区向が丘一丁目,35.1388798,136.9791815,民間,個人,none,6ヶ月,2歳
南大高保育園,保育所,30,7:30,19:30,626-1225,緑区大高町字南休13,35.0557017,136.9400093,民間,社会福祉法人,延長保育,6ヶ月,2歳
春岡保育園,保育所,80,7:45,19:45,731-8788,千種区今池南12-3,35.1640225,136.9387204,民間,社会福祉法人,延長保育,産休あけ,5歳
道徳たけの子保育室,小規模保育事業Ｂ型,15,7:30,18:30,692-2207,南区六条町3-9,35.2100446,136.9651698,民間,共同保育所運営委員会,none,6ヶ月,2歳
ぽかぽか保育室如意,小規模保育事業Ｂ型,10,7:30,18:30,982-6601,北区桐畑町101,35.233574,136.9272972,民間,株式会社,none,6ヶ月,2歳
畑田保育園,保育所,90,7:30,19:30,382-7008,中川区畑田町2-6,35.1442933,136.8024072,公立,名古屋市,延長保育,6ヶ月,5歳
名城保育園,保育所,90,7:30,19:30,981-4356,北区名城三丁目3-2-101,35.1887982,136.9060673,公立,名古屋市,延長保育,6ヶ月,5歳
ぴよぴよ社台,小規模保育事業Ａ型,12,7:30,18:30,799-8712,名東区社台3丁目153-1,35.172221,137.0005736,民間,株式会社,none,6ヶ月,2歳
よもぎ保育園,保育所,90,7:30,19:30,774-5533,名東区よもぎ台二丁目514,35.1638295,137.000757,公立,名古屋市,延長保育,6ヶ月,5歳
宝神保育園,保育所,90,7:30,19:30,383-0505,港区宝神四丁目701,35.1121289,136.8444436,公立,名古屋市,延長保育,6ヶ月,5歳
星ヶ丘保育園,保育所,90,7:30,19:30,781-6275,千種区星ケ丘一丁目23-7,35.1619072,136.9895972,公立,名古屋市,延長保育,6ヶ月,5歳
いずみ中川乳児園,小規模保育事業Ｂ型,17,7:30,18:30,655-5541,中川区中島新町3-111-2,35.1259076,136.8546749,民間,社会福祉法人,none,6ヶ月,2歳
名古屋市ポピンズ保育室かなれ,小規模保育事業Ｂ型,15,7:30,18:30,778-2107,名東区香南1-418,35.1876876,137.0026532,民間,株式会社,none,6ヶ月,2歳
宮西保育園,保育所,90,7:30,19:30,682-6580,熱田区一番三丁目2-10,35.1351582,136.9051855,公立,名古屋市,延長保育,6ヶ月,5歳
上飯田南保育園,保育所,130,7:30,19:30,915-1470,北区上飯田南町4-1,35.2018197,136.9258927,公立,名古屋市,延長保育,6ヶ月,5歳
認定こども園正木幼児園,保育所型認定こども園,125,7:30,18:30,331-9327,中区古渡町16-11,35.1582858,136.9111342,民間,宗教法人,none,8ヶ月,5歳
桃の花保育園,保育所,63,7:30,19:30,795-0030,守山区川村町149,35.1939483,137.012496,民間,学校法人,延長保育+入所予約,産休あけ,5歳
千種わかすぎ保育園,保育所,60,7:15,19:15,739-6659,千種区汁谷町7,35.1660732,136.9667959,民間,社会福祉法人,延長保育,産休あけ,5歳
スクルドエンジェル保育室ふじがおか,小規模保育事業Ａ型,19,7:30,18:30,772-2225,名東区富が丘37,35.1787223,137.0122135,民間,株式会社,none,6ヶ月,2歳
正雲寺保育園,保育所,115,7:15,19:15,303-4450,中川区下之一色町字西ノ切49-29,35.123169,136.842721,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
東保育園,保育所,100,7:30,19:30,935-1871,東区筒井町4-25,35.1773702,136.9308819,公立,名古屋市,延長保育+子育て支援センター+休日保育,産休あけ,5歳
箱舟保育園,保育所,160,7:30,19:30,823-3040,南区鳥栖一丁目15-32,35.1101927,136.9372916,民間,社会福祉法人,延長保育,6ヶ月,5歳
名古屋ドレミ保育園,幼保連携型認定こども園,108,7:00,19:00,302-8833,港区秋葉二丁目110,35.1068178,136.8173082,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,6ヶ月,5歳
小規模保育事業ソラーナじょうさい,小規模保育事業Ａ型,19,7:30,18:30,982-8345,西区城西5丁目22番25号,35.2117385,136.874584,民間,社会福祉法人,none,6ヶ月,2歳
春岡夜間保育園,保育所,30,11:00,1:00,733-9131,千種区今池南12-6,35.1639641,136.9390899,民間,社会福祉法人,延長保育+夜間保育,産休あけ,5歳
豊成保育園,保育所,90,7:30,19:30,362-8060,中川区豊成町101,35.1229033,136.881633,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
ちいさなおうちえん城西,小規模保育事業Ａ型,15,7:30,18:30,522-2277,西区城西4-11-20,35.2202603,136.8873822,民間,株式会社,none,6ヶ月,2歳
ぽかぽか保育室大高北,小規模保育事業Ｂ型,12,7:30,18:30,883-9450,緑区大高町字鶴田10-2,35.0693438,136.9389806,民間,株式会社,none,6ヶ月,2歳
泉の杜保育園,保育所,60,7:00,19:00,963-5022,東区泉一丁目21-24,35.1744226,136.9126142,民間,社会福祉法人,延長保育,6ヶ月,5歳
宮根保育園,保育所,90,7:30,19:30,773-2823,千種区宮根台二丁目9-12,35.1836487,136.981139,公立,名古屋市,延長保育,6ヶ月,5歳
ステラ保育園,保育所,60,7:00,19:00,777-3911,名東区猪子石三丁目118,35.1866124,136.9902827,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約,産休あけ,5歳
森の里保育園,保育所,90,7:30,19:30,621-8255,緑区森の里一丁目106,35.0942884,136.9934369,公立,名古屋市,延長保育,6ヶ月,5歳
日吉保育園,保育所,300,7:00,19:00,482-1171,中村区千成通3-13,35.1672797,136.8428152,民間,社会福祉法人,延長保育+一時保育,6ヶ月,5歳
おおしま保育園,保育所,40,7:15,19:15,751-0014,千種区大島町3-48-2,35.186705,136.9768857,民間,社会福祉法人,延長保育,産休あけ,3歳
駒方保育園,保育所,120,7:00,19:00,831-8304,昭和区駒方町3-1,35.1472252,136.9498838,民間,社会福祉法人,延長保育+一時保育,産休あけ,5歳
ニチイキッズ川名保育室,小規模保育事業Ｂ型,14,7:30,18:30,764-3400,昭和区折戸町5丁目40,35.1471781,136.9536057,民間,株式会社,none,6ヶ月,2歳
はなの木保育園,保育所,60,7:15,19:15,875-3030,緑区小坂二丁目2001,35.0814668,136.9767609,民間,社会福祉法人,延長保育,6ヶ月,5歳
かわさき保育園,保育所,70,7:00,19:00,764-2500,千種区川崎町1-51,35.1844012,136.9675565,民間,社会福祉法人,延長保育,産休あけ,5歳
白水保育園,幼保連携型認定こども園,290,7:00,19:30,611-0439,南区鶴見通1-3-11,35.0755125,136.912178,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,産休あけ,5歳
桃の里保育園,保育所,40,7:00,19:00,791-8500,守山区大牧町10-11,35.2035705,136.9607591,民間,学校法人,延長保育,6ヶ月,3歳
てとろ志段味保育園,保育所,40,7:00,19:00,739-0550,守山区大字下志段味字島ノ口1848,35.1919447,136.9740642,民間,NPO法人,延長保育,6ヶ月,3歳
鳴海そらいろ保育園,保育所,40,7:00,19:00,621-8220,緑区鳴海町字上汐田19,35.0773293,136.9476576,民間,学校法人,延長保育,6ヶ月,3歳
芝保育園,保育所,90,7:30,19:30,822-4855,南区芝町152-1,35.0987638,136.9455772,公立,名古屋市,延長保育,6ヶ月,5歳
日向さくら保育園,保育所,60,7:15,19:15,838-9261,瑞穂区日向町2丁目13,35.1321767,136.9420961,民間,社会福祉法人,延長保育,6ヶ月,5歳
亀の井保育園,保育所,90,7:30,19:30,703-4380,名東区亀の井二丁目201,35.177544,136.9914245,公立,名古屋市,延長保育,6ヶ月,5歳
ナザレ保育園,保育所,108,7:15,19:15,241-6590,中区千代田五丁目15-2,35.1591304,136.9180086,民間,社会福祉法人,延長保育,8ヶ月,5歳
たんぽぽ保育園,保育所,80,7:00,0:00,841-0902,瑞穂区洲山町3-44,35.1184309,136.9392329,民間,社会福祉法人,延長保育+一時保育+入所予約,産休あけ,5歳
小鳩幼児園,保育所型認定こども園,122,7:00,19:00,661-5582,港区千鳥一丁目13-7,35.1175205,136.8721067,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
鳴海保育園,保育所,140,7:30,18:30,621-6311,緑区鳴海町字作町84,35.0812985,136.9490797,民間,社会福祉法人,一時保育+入所予約,産休あけ,5歳
牧野原保育園,保育所,90,7:30,19:30,703-1177,名東区牧の原一丁目1303,35.1517674,136.9996962,公立,名古屋市,延長保育,6ヶ月,5歳
中村保育園わくわく館,小規模保育事業Ｂ型,19,7:30,18:30,446-6326,中村区鳥居西通1丁目1番地,35.1687243,136.8545029,民間,社会福祉法人,none,6ヶ月,2歳
千成保育園,保育所,61,7:30,18:30,482-1940,中村区千成通5-27,35.1750243,136.8828975,民間,社会福祉法人,none,産休あけ,3歳
リーゴ新瑞橋,小規模保育事業Ａ型,19,7:30,18:30,836-7122,瑞穂区弥富通一丁目41,35.1175421,136.9405911,民間,一般財団法人,none,6ヶ月,2歳
小規模保育事業保育ルームルナⅥ新栄葵,小規模保育事業Ｂ型,15,7:30,18:30,252-0061,中区新栄一丁目7-5,35.1495617,136.9040657,民間,社会福祉法人,none,6ヶ月,2歳
並木保育園,保育所,100,7:15,19:15,411-2325,中村区並木一丁目23,35.1700826,136.8571859,民間,社会福祉法人,延長保育,6ヶ月,5歳
小規模保育事業にじいろ,小規模保育事業Ｂ型,19,7:30,18:30,877-7676,緑区桃山3-1614,35.0940901,136.9677281,民間,個人,none,6ヶ月,2歳
緑いずみ台保育園,保育所,30,7:30,19:30,838-9061,緑区古鳴海一丁目168,35.0970137,137.0134789,民間,社会福祉法人,延長保育,産休あけ,3歳
高坂こども園,幼保連携型認定こども園,135,7:15,19:15,804-0010,天白区高坂町74,35.1248128,137.0030934,民間,社会福祉法人,延長保育,6ヶ月,5歳
リーゴ五才美保育園,保育所,60,7:30,19:30,504-2800,西区五才美町57,35.1954076,136.8910384,民間,一般財団法人,延長保育,6ヶ月,5歳
本地第一保育園,保育所,90,7:30,18:00,772-4121,守山区本地が丘1601,35.1997284,137.0232053,公立,名古屋市,none,6ヶ月,5歳
お茶の花幼児園,保育所,70,8:00,18:00,831-7588,瑞穂区弥富通4-45,35.1197842,136.9557452,民間,個人,none,10ヶ月,5歳
小規模保育事業ソラーナほんごう,小規模保育事業Ｂ型,15,7:30,18:30,778-8300,名東区藤森2丁目286番地,35.1876131,137.0190371,民間,社会福祉法人,none,6ヶ月,2歳
日比野保育園,保育所,140,7:15,19:15,682-0081,熱田区大宝三丁目5-9,35.1206207,136.8967787,民間,宗教法人,延長保育+一時保育+入所予約,5ヶ月,5歳
なえしろ保育園,保育所,120,7:00,19:30,793-7546,守山区野萩町2-61,35.1995274,136.9864827,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約,産休あけ,5歳
保育室わんわん,家庭的保育事業,5,7:30,18:30,N/A,緑区鳴丘二丁目,35.0902749,136.9893764,民間,個人,none,6ヶ月,2歳
みどり菜の花保育園,保育所,40,7:00,19:00,879-5557,緑区鳴海町字神ノ倉3-1383,35.0971134,137.0031523,民間,社会福祉法人,延長保育+入所予約,産休あけ,3歳
松操保育園,保育所型認定こども園,254,7:30,18:30,361-3067,中川区小本本町3-92,35.1419779,136.8663365,民間,個人,none,6ヶ月,5歳
スクルドエンジェル保育室みなと園,小規模保育事業Ｂ型,15,7:30,18:30,655-5220,港区川西通五丁目28-1,35.0840726,136.9167911,民間,株式会社,none,6ヶ月,2歳
うきの風の子保育園,保育所,120,7:30,19:30,505-9550,西区浮野町97-93,35.2258284,136.8579657,民間,社会福祉法人,延長保育+一時保育+入所予約,産休あけ,5歳
名古屋市ポピンズ保育室植田,小規模保育事業Ｂ型,10,7:30,18:30,806-2101,天白区植田2丁目107番地,35.1319171,136.9889613,民間,株式会社,none,6ヶ月,2歳
称円寺保育園,保育所,20,8:00,18:00,301-8561,中川区助光一丁目111,35.1385525,136.8084515,民間,宗教法人,none,4歳,5歳
かわらまち保育園,保育所,50,7:00,0:00,323-2650,中区金山一丁目2-27,35.1468008,136.9004383,民間,社会福祉法人,延長保育,産休あけ,5歳
あおぞら保育園,保育所,60,7:15,19:15,802-9873,天白区中平一丁目1902,35.1284032,136.975071,民間,社会福祉法人,延長保育+一時保育,産休あけ,5歳
エンゼルキッズ押切,保育所,40,7:00,19:00,325-6800,西区押切一丁目9-20,35.2267519,136.8996278,民間,学校法人,延長保育,6ヶ月,3歳
すもも保育室,家庭的保育事業,5,7:30,18:30,N/A,西区比良四丁目,35.1884418,136.8855334,民間,個人,none,6ヶ月,2歳
てんとうむし保育室,家庭的保育事業,5,7:30,18:30,N/A,中川区中野新町,35.1350122,136.8680922,民間,個人,none,6ヶ月,2歳
スクルドエンジェル保育室かなや園,小規模保育事業Ａ型,19,7:30,18:30,799-8490,守山区金屋2丁目77-1,35.2019577,136.9888685,民間,株式会社,none,6ヶ月,2歳
小幡もりの風保育園,保育所,90,7:00,19:00,726-3261,守山区小幡千代田1309,35.2396947,137.0193832,民間,社会福祉法人,延長保育,6ヶ月,5歳
砂田橋保育園,保育所,90,7:30,19:30,721-9932,東区砂田橋三丁目2-101-118,35.1597722,136.9230636,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
大の木保育園,幼保連携型認定こども園,125,7:15,19:15,501-1435,西区大野木二丁目135,35.2292959,136.8943004,民間,社会福祉法人,延長保育+子育て支援センター+入所予約,産休あけ,5歳
ぶどうの実保育園,保育所,60,7:30,19:30,322-2002,中区千代田三丁目31－6,35.1531533,136.9132342,民間,社会福祉法人,延長保育,6ヶ月,5歳
森田保育園,保育所,90,7:30,19:30,481-2401,中村区森田町1-6-10,35.1785454,136.8628215,公立,名古屋市,延長保育,6ヶ月,5歳
土原の丘保育園,保育所,60,7:00,19:00,893-7200,天白区土原二丁目154-1,35.1276814,137.0004407,民間,社会福祉法人,延長保育,6ヶ月,5歳
名港保育園,保育所,90,7:30,18:30,661-1069,港区港楽三丁目4-17,35.1129159,136.8824057,民間,宗教法人,none,6ヶ月,5歳
バンビーノ乳児園,小規模保育事業Ａ型,15,7:30,18:30,381-7272,港区多加良浦町4丁目270番,35.1165422,136.847818,民間,社会福祉法人,none,6ヶ月,2歳
たかなし保育園,保育所,40,7:15,19:15,355-6013,中川区西伏屋二丁目1111,35.1307229,136.8076576,民間,社会福祉法人,延長保育,産休あけ,3歳
ジョイフル守山保育園,保育所,90,7:00,19:00,739-3611,守山区平池東301,35.2335649,137.0159587,民間,社会福祉法人,延長保育,6ヶ月,5歳
ニチイキッズ長須賀保育園,保育所,60,7:30,19:30,439-0557,中川区長須賀三丁目905－1,35.1431774,136.8548044,民間,株式会社,延長保育,6ヶ月,5歳
たかばた保育園,保育所,363,7:15,19:15,351-3091,中川区高畑一丁目46,35.1426747,136.8538185,民間,宗教法人,延長保育,7ヶ月,5歳
小規模保育事業ソラーナひびの,小規模保育事業Ａ型,15,7:30,18:30,228-7880,熱田区中出町2丁目22,35.1318773,136.8912369,民間,社会福祉法人,none,6ヶ月,2歳
泉坊保育園,保育所,90,7:30,18:00,682-5150,熱田区白鳥三丁目6-8,35.1393817,136.8894812,民間,社会福祉法人,none,産休あけ,5歳
宮前保育園,保育所,100,7:30,19:30,914-5250,北区上飯田南町4-1-18,35.1995314,136.9348142,公立,名古屋市,延長保育,6ヶ月,5歳
愛知保育園,保育所,33,7:30,18:30,351-7014,中川区愛知町30-20,35.1585936,136.8156358,民間,個人,none,1歳,5歳
幼保連携型認定こども園フェアリーイースト保育園,幼保連携型認定こども園,116,7:00,19:00,739-0901,守山区大字下志段味字吉田2235,35.2375648,137.0258715,民間,社会福祉法人,延長保育,4ヶ月,5歳
名古屋市家庭保育室オアシス名西,小規模保育事業Ｂ型,15,7:30,18:30,325-6000,西区比穂町4-53,35.2315458,136.8980833,民間,社会福祉法人,none,6ヶ月,2歳
めいほく保育園,保育所,120,7:00,22:00,911-1627,北区上飯田南町5-52-2,35.2045858,136.9200015,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約+休日保育,産休あけ,5歳
リーゴ植田保育園,保育所,60,7:30,19:30,838-7818,天白区植田二丁目109,35.1209438,136.9997272,民間,財団法人,延長保育,産休明け,3歳
すずらん幼児園,保育所,90,7:30,18:30,841-6901,瑞穂区白竜町1-61,35.1189612,136.9348555,民間,個人,none,6ヶ月,5歳
植田にじの花保育園,保育所,90,7:00,19:00,893-7815,天白区元植田二丁目1602,35.1328753,136.9890363,民間,社会福祉法人,延長保育,6ヶ月,5歳
一番町保育園,保育所,98,7:20,19:20,671-1745,熱田区一番一丁目19-3,35.1257868,136.8983949,民間,宗教法人,延長保育,6ヶ月,5歳
アスク平針北保育園,保育所,60,7:30,19:30,800-1017,天白区平針一丁目113,35.1362686,136.9624191,民間,株式会社,延長保育,6ヶ月,5歳
マナ第２保育園,保育所,40,7:00,19:00,811-5433,南区呼続三丁目11-23-2,35.0757542,136.9069509,民間,社会福祉法人,延長保育,6ヶ月,5歳
エンジェル保育園,保育所,60,7:00,19:00,936-9331,東区新出来一丁目4-12,35.1807392,136.9309206,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
金山保育園,保育所,90,7:00,19:00,671-6847,熱田区金山町一丁目15-1,35.1218731,136.8907514,民間,社会福祉法人,延長保育,産休あけ,5歳
荒輪井保育園,保育所,120,7:30,19:30,411-7200,中村区荒輪井町1-112,35.1532708,136.8595922,公立,名古屋市,延長保育+入所予約,産休あけ,5歳
瑠璃光幼児園,保育所,80,7:30,18:00,912-5003,北区瑠璃光町1-8,35.1970703,136.9248818,民間,宗教法人,none,2歳,5歳
ぜんしん保育園,保育所,273,7:00,19:00,382-6410,港区善進本町191,35.1143297,136.8877161,民間,社会福祉法人,延長保育+子育て支援センター+入所予約+休日保育,産休あけ,5歳
上飯田東保育園,保育所,90,7:30,19:30,981-9355,北区上飯田東町4丁目68-3,35.2004897,136.9359418,公立,名古屋市,延長保育,6ヶ月,5歳
上小田井第二保育園,保育所,60,7:00,19:00,505-5512,西区市場木町440,35.2081832,136.8898973,民間,社会福祉法人,延長保育+入所予約,産休あけ,2歳
中野保育園,保育所型認定こども園,143,7:15,18:15,361-5840,中川区丹後町1-85,35.1344682,136.8825016,民間,個人,none,産休あけ,5歳
茶屋保育園,保育所,90,7:30,18:00,303-3950,港区西茶屋一丁目35-6,35.1170348,136.8845302,公立,名古屋市,none,6ヶ月,5歳
ぽかぽか保育室高蔵,小規模保育事業Ｂ型,15,7:30,18:30,265-8105,熱田区沢上一丁目5番26号,35.1276651,136.9158375,民間,株式会社,none,6ヶ月,2歳
守山保育園,保育所,118,7:30,19:30,791-5311,守山区守山三丁目2-3,35.2087413,136.9380247,公立,名古屋市,延長保育,6ヶ月,5歳
水草保育園,保育所,90,7:30,19:30,915-4640,北区水草町2-60-2,35.2041975,136.9366222,公立,名古屋市,延長保育+子育て支援センター,6ヶ月,5歳
猫洞保育園,保育所,60,7:00,19:00,782-2648,千種区猫洞通4-25-1,35.1646698,136.9425256,民間,社会福祉法人,延長保育,産休あけ,5歳
よびつぎ保育園,保育所,120,7:30,18:30,811-2701,南区汐田町7-25,35.1008497,136.9461438,民間,宗教法人,none,産休あけ,5歳
神松保育園,保育所,90,7:30,18:00,611-7898,南区神松町1-12,35.1009442,136.8420029,公立,名古屋市,none,6ヶ月,5歳
打出保育園,保育所,290,7:45,18:00,362-5728,中川区打出二丁目26,35.122219,136.8327278,民間,社会福祉法人,一時保育,産休あけ,5歳
第二めいほく保育園,保育所,30,7:15,19:30,914-9554,北区上飯田南町1-12-2,35.2019227,136.9312089,民間,社会福祉法人,延長保育,産休あけ,2歳
Ｅ－スカイ幼児園,保育所,60,7:00,19:00,973-0221,中区丸の内三丁目8-14,35.1763276,136.9048621,民間,社会福祉法人,延長保育,6ヶ月,5歳
御田保育園,保育所,90,7:30,19:30,412-2000,中村区岩塚町字林高寺東29-1,35.1785454,136.8628215,公立,名古屋市,延長保育,6ヶ月,5歳
こじか保育室,家庭的保育事業,5,7:30,18:30,N/A,北区如意四丁目,35.2359932,136.9210088,民間,個人,none,6ヶ月,2歳
新開保育園,保育所,90,7:30,18:00,882-0991,瑞穂区新開町24-119,35.1365788,136.9353605,公立,名古屋市,none,6ヶ月,5歳
松栄保育園,保育所,70,7:30,19:30,841-2057,昭和区塩付通6-3,35.1439112,136.9372795,民間,社会福祉法人,延長保育,6ヶ月,5歳
吹上そらいろ保育園,保育所,50,7:15,19:15,735-5960,千種区千種通七丁目25-1,35.158973,136.9356431,民間,学校法人,延長保育,6ヶ月,3歳
花表こばと保育園,保育所,60,7:15,19:15,626-6031,熱田区花表町4-3,35.1279141,136.894859,民間,社会福祉法人,延長保育,6ヶ月,5歳
萩野保育園,保育所,225,7:00,19:00,981-9683,北区光音寺町2-93,35.2089011,136.9040865,民間,宗教法人,延長保育+入所予約,6ヶ月,5歳
鳴海みその園,保育所,60,7:30,18:00,892-1107,緑区鳴海町薬師山156,35.0456798,136.9470743,民間,社会福祉法人,延長保育,産休あけ,5歳
名東ピッコロ保育園,保育所,40,7:30,19:30,725-8020,名東区香流一丁目1114,35.1751647,137.0212403,民間,社会福祉法人,延長保育,産休あけ,3歳
都保育園,保育所,90,7:30,19:30,721-9934,千種区豊年町3-18,35.1777012,136.938795,公立,名古屋市,延長保育,6ヶ月,5歳
まえだの森保育園,保育所,60,7:30,19:30,364-8327,中川区前田西町2丁目1008－1,35.1344754,136.8129819,民間,学校法人,延長保育,6ヶ月,5歳
ＹＭＣＡかみさわ保育園,保育所,65,7:30,19:30,879-6222,緑区神沢二丁目831,35.0940549,136.9875404,民間,学校法人,延長保育,6ヶ月,5歳
大森保育園,保育所,120,7:30,19:30,798-0082,守山区大森三丁目504,35.1974575,136.9571178,公立,名古屋市,延長保育,6ヶ月,5歳
小規模保育事業保育ルームルナⅢ大曽根,小規模保育事業Ｂ型,15,7:30,18:30,916-0012,北区大曽根二丁目3番5号,35.1933255,136.9085726,民間,社会福祉法人,none,6ヶ月,2歳
いりなか保育園,保育所,70,7:15,19:15,832-0014,昭和区滝川町93-1,35.1580257,136.9323934,民間,社会福祉法人,延長保育+一時保育+子育て支援センター+入所予約,産休あけ,5歳
明野保育園,保育所,80,7:00,19:00,671-8611,熱田区明野町10-11,35.130922,136.8933507,民間,社会福祉法人,延長保育+入所予約,産休あけ,5歳
大池保育園,保育所,100,7:30,19:30,251-3944,中区千代田二丁目4-25,35.1769707,136.8677183,公立,名古屋市,延長保育+一時保育+子育て支援センター,6ヶ月,5歳
ふたば保育園,保育所,230,7:00,19:00,793-0535,守山区小幡二丁目10-18,35.2137017,136.9424631,民間,社会福祉法人,延長保育+一時保育+入所予約,産休あけ,5歳
ニチイキッズ今池保育室,小規模保育事業Ｂ型,15,7:30,18:30,744-0236,千種区内山二丁目11番21号,35.158973,136.9356431,民間,株式会社,none,6ヶ月,2歳
東山いずみ保育園,保育所,40,7:30,19:30,781-5670,千種区園山町一丁目18-4,35.1610378,136.9823144,民間,社会福祉法人,延長保育,6ヶ月,3歳
とまと保育室,家庭的保育事業,5,7:30,18:30,N/A,名東区高社一丁目,35.1629301,137.0154387,民間,個人,none,6ヶ月,2歳
やまもみじ保育園,保育所,60,7:15,19:15,710-7548,緑区桶狭間神明3510,35.0545101,136.9643897,民間,社会福祉法人,延長保育,6ヶ月,5歳
清凉保育園,保育所,45,7:45,18:00,355-2527,中川区五女子町4-32-1,35.1426977,136.8817625,民間,社会福祉法人,none,産休あけ,5歳
ゆうゆう乳児園,保育所,40,7:00,19:00,389-2300,港区稲永四丁目1-15,35.0878324,136.8576514,民間,社会福祉法人,延長保育,6ヶ月,3歳
千年保育園,保育所,170,7:30,18:30,661-0922,熱田区千年二丁目28-6,35.1144855,136.89744,民間,個人,none,6ヶ月,5歳
松原幼児園,保育所,250,8:00,18:00,321-5307,中区橘一丁目21-38,35.1536666,136.9013047,民間,宗教法人,none,10ヶ月,5歳
